MSSV,HoTen,Khoa,KhoaHoc,GPA_TichLuy,TinChiTichLuy,XepLoai
SV20211237,Vũ Hà An,Công nghệ thông tin,K64,3.8,132,Xuất sắc
SV20211238,Lê My Hà,Kinh tế số,K65,3.0,84,Khá tích cực
SV20211239,Đặng Vy Trang,Công nghệ thông tin,K66,2.7,101,Khá tích cực
SV20211240,Phạm Khánh My,Kỹ thuật dữ liệu,K64,3.3,79,Khá
SV20211241,Vũ Giang Hải,Kỹ thuật dữ liệu,K65,3.4,94,Khá
SV20211242,Phạm An Dũng,Công nghệ thông tin,K66,2.7,76,Khá tích cực
SV20211243,Hoàng Vy Lan,Kinh tế số,K64,2.3,87,Cần cải thiện
SV20211244,Vũ Quân Hà,Kinh tế số,K65,2.2,75,Cần cải thiện
SV20211245,Bùi Trang Hương,Kỹ thuật dữ liệu,K66,2.5,108,Khá tích cực
SV20211246,Vũ Nam Trang,Kỹ thuật dữ liệu,K64,2.5,90,Khá tích cực
SV20211247,Trần Vy Ngọc,Kinh tế số,K65,2.2,64,Cần cải thiện
SV20211248,Hoàng Lan Ngọc,Kinh tế số,K66,2.0,71,Cần cải thiện
SV20211249,Đặng Trang Bình,Công nghệ thông tin,K64,2.9,70,Khá tích cực
SV20211250,Nguyễn Phúc Minh,Công nghệ thông tin,K65,2.3,60,Cần cải thiện
SV20211251,Nguyễn Hân Ngọc,Công nghệ thông tin,K66,3.1,81,Khá tích cực
SV20211252,Nguyễn Linh Ngọc,Công nghệ thông tin,K64,2.2,69,Cần cải thiện
SV20211253,Hoàng Chi An,Kỹ thuật dữ liệu,K65,2.9,69,Khá tích cực
SV20211254,Đỗ Ngọc Trang,Công nghệ thông tin,K66,2.9,115,Khá tích cực
SV20211255,Đỗ Nam Bình,Kỹ thuật dữ liệu,K64,1.9,28,Cần cải thiện
SV20211256,Hồ Nam Khánh,Kinh tế số,K65,2.9,81,Khá tích cực
SV20211257,Lê Long An,Công nghệ thông tin,K66,2.9,65,Khá tích cực
SV20211258,Lê Hải Linh,Công nghệ thông tin,K64,2.9,53,Khá tích cực
SV20211259,Bùi An Hải,Công nghệ thông tin,K65,3.6,98,Xuất sắc
SV20211260,Đặng Chi Hương,Công nghệ thông tin,K66,3.4,113,Khá
SV20211261,Hoàng Trang Dũng,Công nghệ thông tin,K64,2.8,79,Khá tích cực
SV20211262,Hoàng Long Hân,Kinh tế số,K65,3.3,73,Khá
SV20211263,Vũ Hân Quân,Công nghệ thông tin,K66,2.5,78,Khá tích cực
SV20211264,Bùi Lan My,Công nghệ thông tin,K64,1.7,34,Cần cải thiện
SV20211265,Phạm My Long,Kinh tế số,K65,2.8,64,Khá tích cực
SV20211266,Vũ Ngọc Trang,Công nghệ thông tin,K66,2.7,67,Khá tích cực
SV20211267,Phạm Quân Lan,Kinh tế số,K64,2.9,73,Khá tích cực
SV20211268,Phạm Dũng Vy,Công nghệ thông tin,K65,3.5,132,Khá
SV20211269,Vũ Hương Long,Kinh tế số,K66,3.8,91,Xuất sắc
SV20211270,Đặng Minh Long,Công nghệ thông tin,K64,2.1,66,Cần cải thiện
SV20211271,Hồ Hân Hải,Kinh tế số,K65,3.1,78,Khá tích cực
SV20211272,Lê Hương Long,Công nghệ thông tin,K66,2.4,55,Cần cải thiện
SV20211273,Hoàng Vy Khánh,Công nghệ thông tin,K64,3.2,103,Khá
SV20211274,Nguyễn My Giang,Kỹ thuật dữ liệu,K65,2.2,89,Cần cải thiện
SV20211275,Trần Chi Linh,Công nghệ thông tin,K66,1.9,66,Cần cải thiện
SV20211276,Phạm Vy Linh,Công nghệ thông tin,K64,3.0,56,Khá tích cực
SV20211277,Đặng Chi Hải,Kinh tế số,K65,3.2,104,Khá
SV20211278,Vũ Minh Hải,Công nghệ thông tin,K66,2.0,57,Cần cải thiện
SV20211279,Nguyễn Long My,Công nghệ thông tin,K64,2.9,79,Khá tích cực
SV20211280,Đặng Chi Dũng,Công nghệ thông tin,K65,2.5,50,Khá tích cực
SV20211281,Hoàng Chi Lan,Công nghệ thông tin,K66,3.6,115,Xuất sắc
SV20211282,Vũ Bình Dũng,Kỹ thuật dữ liệu,K64,2.5,93,Khá tích cực
SV20211283,Đỗ Dũng Chi,Công nghệ thông tin,K65,3.8,113,Xuất sắc
SV20211284,Đỗ Phúc Hà,Công nghệ thông tin,K66,2.7,90,Khá tích cực
SV20211285,Đỗ Hải Quân,Kinh tế số,K64,3.0,103,Khá tích cực
SV20211286,Nguyễn Lan Trang,Công nghệ thông tin,K65,2.8,68,Khá tích cực
SV20211287,Bùi Ngọc Dũng,Kỹ thuật dữ liệu,K66,3.1,102,Khá tích cực
SV20211288,Đỗ Khánh Vy,Công nghệ thông tin,K64,2.8,56,Khá tích cực
SV20211289,Hoàng Linh Hương,Kinh tế số,K65,3.0,93,Khá tích cực
SV20211290,Lê Long Nam,Công nghệ thông tin,K66,3.2,116,Khá
SV20211291,Đặng Minh Quân,Kinh tế số,K64,2.6,83,Khá tích cực
SV20211292,Đỗ My Long,Kinh tế số,K65,2.6,68,Khá tích cực
SV20211293,Lê Phúc Hương,Công nghệ thông tin,K66,2.4,61,Cần cải thiện
SV20211294,Phạm Hương Ngọc,Kinh tế số,K64,3.0,107,Khá tích cực
SV20211295,Đỗ Giang Minh,Công nghệ thông tin,K65,2.1,52,Cần cải thiện
SV20211296,Hồ Ngọc Phúc,Công nghệ thông tin,K66,2.7,58,Khá tích cực
SV20211297,Đặng Hân Linh,Công nghệ thông tin,K64,3.4,105,Khá
SV20211298,Lê Hà Dũng,Kỹ thuật dữ liệu,K65,2.7,58,Khá tích cực
SV20211299,Hồ Vy Hải,Kinh tế số,K66,2.5,51,Khá tích cực
SV20211300,Hoàng Hải Chi,Kỹ thuật dữ liệu,K64,2.7,77,Khá tích cực
SV20211301,Vũ Minh Nam,Công nghệ thông tin,K65,2.3,89,Cần cải thiện
SV20211302,Hoàng An Long,Công nghệ thông tin,K66,2.7,34,Khá tích cực
SV20211303,Hồ My Phúc,Công nghệ thông tin,K64,2.8,58,Khá tích cực
SV20211304,Vũ Khánh Hương,Công nghệ thông tin,K65,2.5,62,Khá tích cực
SV20211305,Hồ Trang Giang,Công nghệ thông tin,K66,2.1,35,Cần cải thiện
SV20211306,Hồ Bình Hà,Công nghệ thông tin,K64,2.5,92,Khá tích cực
SV20211307,Hoàng Bình Chi,Công nghệ thông tin,K65,2.7,62,Khá tích cực
SV20211308,Trần Quân Lan,Kinh tế số,K66,2.6,85,Khá tích cực
SV20211309,Bùi Minh Khánh,Công nghệ thông tin,K64,2.2,57,Cần cải thiện
SV20211310,Trần Khánh Long,Kỹ thuật dữ liệu,K65,3.0,85,Khá tích cực
SV20211311,Hoàng Lan Trang,Công nghệ thông tin,K66,2.6,64,Khá tích cực
SV20211312,Hoàng Nam Hải,Kinh tế số,K64,2.9,91,Khá tích cực
SV20211313,Phạm Lan Bình,Công nghệ thông tin,K65,2.4,79,Cần cải thiện
SV20211314,Trần Minh Long,Kỹ thuật dữ liệu,K66,2.7,66,Khá tích cực
SV20211315,Đặng Chi Nam,Công nghệ thông tin,K64,2.4,87,Cần cải thiện
SV20211316,Bùi Chi Nam,Công nghệ thông tin,K65,2.9,75,Khá tích cực
SV20211317,Lê Chi Trang,Công nghệ thông tin,K66,3.0,112,Khá tích cực
SV20211318,Hoàng Quân Trang,Công nghệ thông tin,K64,2.7,84,Khá tích cực
SV20211319,Trần Hương Chi,Công nghệ thông tin,K65,2.5,71,Khá tích cực
SV20211320,Nguyễn Linh Hương,Công nghệ thông tin,K66,2.1,84,Cần cải thiện
SV20211321,Đỗ Hà Hải,Kinh tế số,K64,2.6,67,Khá tích cực
SV20211322,Hồ An Dũng,Công nghệ thông tin,K65,1.7,79,Cần cải thiện
SV20211323,Hoàng Long Khánh,Kỹ thuật dữ liệu,K66,2.4,48,Cần cải thiện
SV20211324,Nguyễn Quân Vy,Công nghệ thông tin,K64,3.2,89,Khá
SV20211325,Bùi Lan Hân,Kinh tế số,K65,2.3,69,Cần cải thiện
SV20211326,Hồ Giang Khánh,Kỹ thuật dữ liệu,K66,2.3,48,Cần cải thiện
SV20211327,Bùi Nam Bình,Kinh tế số,K64,2.9,38,Khá tích cực
SV20211328,Nguyễn Lan Minh,Kinh tế số,K65,2.4,50,Cần cải thiện
SV20211329,Vũ Lan Nam,Công nghệ thông tin,K66,3.7,118,Xuất sắc
SV20211330,Lê Ngọc Bình,Công nghệ thông tin,K64,3.0,101,Khá tích cực
SV20211331,Đặng Long Linh,Công nghệ thông tin,K65,3.1,82,Khá tích cực
SV20211332,Trần Lan An,Công nghệ thông tin,K66,2.2,63,Cần cải thiện
SV20211333,Phạm Phúc Linh,Kỹ thuật dữ liệu,K64,3.4,93,Khá
SV20211334,Hồ Lan Hân,Kỹ thuật dữ liệu,K65,3.2,109,Khá
SV20211335,Trần Hương Hân,Công nghệ thông tin,K66,3.3,86,Khá
SV20211336,Phạm Hải Long,Kỹ thuật dữ liệu,K64,2.3,66,Cần cải thiện
SV20211337,Hồ Phúc Vy,Kinh tế số,K65,2.5,48,Khá tích cực
SV20211338,Trần Lan My,Công nghệ thông tin,K66,2.5,66,Khá tích cực
SV20211339,Đặng Minh Chi,Kinh tế số,K64,2.6,62,Khá tích cực
SV20211340,Bùi Hà Vy,Kinh tế số,K65,2.2,85,Cần cải thiện
SV20211341,Vũ Chi Trang,Kinh tế số,K66,3.0,85,Khá tích cực
SV20211342,Phạm Nam An,Công nghệ thông tin,K64,2.7,80,Khá tích cực
SV20211343,Nguyễn Phúc Hương,Kỹ thuật dữ liệu,K65,3.3,100,Khá
SV20211344,Hoàng Vy Hương,Công nghệ thông tin,K66,3.6,113,Xuất sắc
SV20211345,Trần My Vy,Công nghệ thông tin,K64,3.4,92,Khá
SV20211346,Lê My Hương,Kinh tế số,K65,2.9,110,Khá tích cực
SV20211347,Trần Long Giang,Công nghệ thông tin,K66,3.3,129,Khá
SV20211348,Vũ Phúc An,Công nghệ thông tin,K64,1.5,58,Cần cải thiện
SV20211349,Đỗ Nam Hải,Kinh tế số,K65,2.5,96,Khá tích cực
SV20211350,Hồ Nam Giang,Công nghệ thông tin,K66,2.3,82,Cần cải thiện
SV20211351,Trần An Hà,Công nghệ thông tin,K64,2.5,76,Khá tích cực
SV20211352,Lê Minh Phúc,Công nghệ thông tin,K65,2.5,93,Khá tích cực
SV20211353,Hồ Hải Bình,Kinh tế số,K66,1.8,66,Cần cải thiện
SV20211354,Hoàng Ngọc Quân,Công nghệ thông tin,K64,2.0,45,Cần cải thiện
SV20211355,Đỗ Linh Hà,Công nghệ thông tin,K65,3.6,103,Xuất sắc
SV20211356,Trần Vy Dũng,Công nghệ thông tin,K66,2.5,103,Khá tích cực
SV20211357,Hồ Bình Hân,Công nghệ thông tin,K64,2.7,89,Khá tích cực
SV20211358,Bùi Lan Phúc,Kinh tế số,K65,3.1,102,Khá tích cực
SV20211359,Vũ Lan Ngọc,Kỹ thuật dữ liệu,K66,3.1,93,Khá tích cực
SV20211360,Nguyễn Minh Bình,Kinh tế số,K64,1.8,46,Cần cải thiện
SV20211361,Trần Chi Quân,Công nghệ thông tin,K65,3.2,114,Khá
SV20211362,Lê Minh Hải,Công nghệ thông tin,K66,2.3,90,Cần cải thiện
SV20211363,Trần My Minh,Công nghệ thông tin,K64,2.0,75,Cần cải thiện
SV20211364,Bùi Hà An,Kinh tế số,K65,2.9,76,Khá tích cực
SV20211365,Hồ Minh Linh,Công nghệ thông tin,K66,3.4,115,Khá
SV20211366,Hồ Minh Hải,Công nghệ thông tin,K64,3.1,105,Khá tích cực
SV20211367,Lê Long Phúc,Công nghệ thông tin,K65,3.3,127,Khá
SV20211368,Nguyễn Lan Bình,Công nghệ thông tin,K66,2.0,34,Cần cải thiện
SV20211369,Lê Minh Chi,Công nghệ thông tin,K64,2.9,99,Khá tích cực
SV20211370,Đặng Hà Long,Công nghệ thông tin,K65,2.3,86,Cần cải thiện
SV20211371,Vũ Trang Vy,Công nghệ thông tin,K66,2.2,63,Cần cải thiện
SV20211372,Trần Hân Hải,Kinh tế số,K64,3.1,108,Khá tích cực
SV20211373,Nguyễn Dũng Trang,Công nghệ thông tin,K65,3.0,96,Khá tích cực
SV20211374,Hoàng Hân Khánh,Công nghệ thông tin,K66,2.7,74,Khá tích cực
SV20211375,Phạm Hân Bình,Kỹ thuật dữ liệu,K64,3.0,84,Khá tích cực
SV20211376,Lê Trang Bình,Kỹ thuật dữ liệu,K65,2.5,82,Khá tích cực
SV20211377,Nguyễn Hân Bình,Công nghệ thông tin,K66,2.5,88,Khá tích cực
SV20211378,Phạm Giang Phúc,Công nghệ thông tin,K64,2.4,63,Cần cải thiện
SV20211379,Vũ Hương Giang,Kinh tế số,K65,2.5,60,Khá tích cực
SV20211380,Nguyễn Dũng Nam,Công nghệ thông tin,K66,2.5,90,Khá tích cực
SV20211381,Lê Giang Chi,Công nghệ thông tin,K64,3.4,99,Khá
SV20211382,Hoàng Trang Hương,Công nghệ thông tin,K65,3.1,95,Khá tích cực
SV20211383,Hồ Linh Giang,Công nghệ thông tin,K66,2.7,52,Khá tích cực
SV20211384,Đỗ Linh Hải,Kỹ thuật dữ liệu,K64,3.2,114,Khá
SV20211385,Vũ Lan Lan,Công nghệ thông tin,K65,3.3,87,Khá
SV20211386,Đặng Trang Long,Kinh tế số,K66,3.0,90,Khá tích cực
SV20211387,Đặng Hân Nam,Công nghệ thông tin,K64,2.5,69,Khá tích cực
SV20211388,Trần Hân Hương,Kỹ thuật dữ liệu,K65,3.0,86,Khá tích cực
SV20211389,Trần My Minh,Công nghệ thông tin,K66,1.9,49,Cần cải thiện
SV20211390,Vũ Minh My,Công nghệ thông tin,K64,2.8,79,Khá tích cực
SV20211391,Vũ Lan Hà,Kinh tế số,K65,3.6,95,Xuất sắc
SV20211392,Đặng Dũng Giang,Kinh tế số,K66,3.1,132,Khá tích cực
SV20211393,Hoàng Dũng Chi,Công nghệ thông tin,K64,2.9,69,Khá tích cực
SV20211394,Hoàng Quân Minh,Công nghệ thông tin,K65,2.7,57,Khá tích cực
SV20211395,Trần Vy Quân,Công nghệ thông tin,K66,3.3,108,Khá
SV20211396,Phạm Hương Chi,Kỹ thuật dữ liệu,K64,2.9,107,Khá tích cực
SV20211397,Lê Giang Trang,Công nghệ thông tin,K65,2.4,73,Cần cải thiện
SV20211398,Đỗ Lan Vy,Kinh tế số,K66,2.4,84,Cần cải thiện
SV20211399,Trần Khánh An,Kỹ thuật dữ liệu,K64,2.1,75,Cần cải thiện
SV20211400,Đặng Ngọc Chi,Công nghệ thông tin,K65,3.0,90,Khá tích cực
SV20211401,Vũ Vy Phúc,Kinh tế số,K66,1.9,81,Cần cải thiện
SV20211402,Lê My Minh,Công nghệ thông tin,K64,2.9,113,Khá tích cực
SV20211403,Phạm Giang Vy,Kỹ thuật dữ liệu,K65,3.2,102,Khá
SV20211404,Đỗ Minh Dũng,Kỹ thuật dữ liệu,K66,3.3,106,Khá
SV20211405,Đỗ Long Linh,Công nghệ thông tin,K64,2.9,101,Khá tích cực
SV20211406,Hoàng Lan Ngọc,Công nghệ thông tin,K65,2.5,62,Khá tích cực
SV20211407,Vũ Hà Trang,Kỹ thuật dữ liệu,K66,2.7,78,Khá tích cực
SV20211408,Nguyễn Trang Vy,Kinh tế số,K64,2.7,132,Khá tích cực
SV20211409,Lê Nam Hà,Kinh tế số,K65,4.0,92,Xuất sắc
SV20211410,Trần Lan Nam,Công nghệ thông tin,K66,3.0,77,Khá tích cực
SV20211411,Đặng Ngọc Quân,Công nghệ thông tin,K64,2.2,42,Cần cải thiện
SV20211412,Hoàng Phúc Lan,Công nghệ thông tin,K65,1.8,52,Cần cải thiện
SV20211413,Hồ Hải Linh,Công nghệ thông tin,K66,2.3,42,Cần cải thiện
SV20211414,Trần Lan Minh,Công nghệ thông tin,K64,2.9,67,Khá tích cực
SV20211415,Lê Linh Bình,Kỹ thuật dữ liệu,K65,1.7,48,Cần cải thiện
SV20211416,Trần Giang Long,Công nghệ thông tin,K66,2.4,65,Cần cải thiện
SV20211417,Phạm Nam Ngọc,Kỹ thuật dữ liệu,K64,2.7,62,Khá tích cực
SV20211418,Đỗ Khánh Hà,Công nghệ thông tin,K65,3.4,74,Khá
SV20211419,Trần Phúc Linh,Kinh tế số,K66,3.7,132,Xuất sắc
SV20211420,Hồ Quân Nam,Công nghệ thông tin,K64,3.1,87,Khá tích cực
SV20211421,Đặng Linh Phúc,Kỹ thuật dữ liệu,K65,2.6,78,Khá tích cực
SV20211422,Lê Khánh Trang,Kỹ thuật dữ liệu,K66,2.9,79,Khá tích cực
SV20211423,Vũ Hà An,Công nghệ thông tin,K64,2.1,66,Cần cải thiện
SV20211424,Đỗ Hương Nam,Công nghệ thông tin,K65,2.8,59,Khá tích cực
SV20211425,Trần Hải An,Kinh tế số,K66,2.9,104,Khá tích cực
SV20211426,Lê An Hương,Kinh tế số,K64,2.6,74,Khá tích cực
SV20211427,Trần Hân Long,Kỹ thuật dữ liệu,K65,3.2,89,Khá
SV20211428,Trần Minh Dũng,Công nghệ thông tin,K66,2.3,51,Cần cải thiện
SV20211429,Nguyễn Linh My,Kinh tế số,K64,2.7,85,Khá tích cực
SV20211430,Phạm An Hà,Công nghệ thông tin,K65,3.5,125,Khá
SV20211431,Hồ Minh Minh,Công nghệ thông tin,K66,3.2,94,Khá
SV20211432,Vũ Quân Long,Công nghệ thông tin,K64,2.2,64,Cần cải thiện
SV20211433,Phạm Hải Khánh,Kinh tế số,K65,3.1,80,Khá tích cực
SV20211434,Vũ Vy Chi,Công nghệ thông tin,K66,3.0,89,Khá tích cực
SV20211435,Lê Linh Lan,Kỹ thuật dữ liệu,K64,2.9,60,Khá tích cực
SV20211436,Bùi Lan Giang,Kỹ thuật dữ liệu,K65,2.2,69,Cần cải thiện
SV20211437,Đặng Hân Long,Công nghệ thông tin,K66,3.6,119,Xuất sắc
SV20211438,Đặng Phúc Khánh,Công nghệ thông tin,K64,2.5,71,Khá tích cực
SV20211439,Hoàng Dũng Phúc,Kỹ thuật dữ liệu,K65,1.9,44,Cần cải thiện
SV20211440,Hồ Linh Vy,Kỹ thuật dữ liệu,K66,2.6,53,Khá tích cực
SV20211441,Lê Minh Phúc,Công nghệ thông tin,K64,2.6,54,Khá tích cực
SV20211442,Đặng Hải Quân,Công nghệ thông tin,K65,2.2,55,Cần cải thiện
SV20211443,Nguyễn Hương Quân,Công nghệ thông tin,K66,2.0,52,Cần cải thiện
SV20211444,Đặng Hân Hà,Kinh tế số,K64,2.5,70,Khá tích cực
SV20211445,Hồ Bình An,Kỹ thuật dữ liệu,K65,3.4,93,Khá
SV20211446,Trần My Hân,Công nghệ thông tin,K66,2.5,83,Khá tích cực
SV20211447,Nguyễn Hà Vy,Công nghệ thông tin,K64,2.5,93,Khá tích cực
SV20211448,Phạm Dũng Dũng,Công nghệ thông tin,K65,2.5,53,Khá tích cực
SV20211449,Hồ Hương Lan,Công nghệ thông tin,K66,2.2,68,Cần cải thiện
SV20211450,Đỗ Lan Ngọc,Kinh tế số,K64,2.9,104,Khá tích cực
SV20211451,Phạm Lan Hân,Công nghệ thông tin,K65,3.0,82,Khá tích cực
SV20211452,Trần Nam Linh,Công nghệ thông tin,K66,3.0,110,Khá tích cực
SV20211453,Lê Dũng Hải,Công nghệ thông tin,K64,2.8,67,Khá tích cực
SV20211454,Hồ Nam My,Công nghệ thông tin,K65,3.6,115,Xuất sắc
SV20211455,Đặng Ngọc Bình,Công nghệ thông tin,K66,2.7,80,Khá tích cực
SV20211456,Đặng Giang Hải,Kinh tế số,K64,2.9,100,Khá tích cực
SV20211457,Đặng Linh Minh,Công nghệ thông tin,K65,2.1,50,Cần cải thiện
SV20211458,Nguyễn Hà Lan,Kinh tế số,K66,3.3,98,Khá
SV20211459,Vũ Hà Phúc,Công nghệ thông tin,K64,4.0,127,Xuất sắc
SV20211460,Trần An Giang,Công nghệ thông tin,K65,3.0,126,Khá tích cực
SV20211461,Hồ Giang Minh,Công nghệ thông tin,K66,3.0,92,Khá tích cực
SV20211462,Đặng Dũng Hà,Công nghệ thông tin,K64,2.5,58,Khá tích cực
SV20211463,Bùi Quân Vy,Công nghệ thông tin,K65,3.0,80,Khá tích cực
SV20211464,Hồ Nam Hải,Công nghệ thông tin,K66,2.3,45,Cần cải thiện
SV20211465,Hoàng Hà Chi,Kỹ thuật dữ liệu,K64,2.0,61,Cần cải thiện
SV20211466,Trần Hân Vy,Công nghệ thông tin,K65,2.1,70,Cần cải thiện
SV20211467,Lê Trang Giang,Kinh tế số,K66,3.5,84,Khá
SV20211468,Phạm Linh Khánh,Công nghệ thông tin,K64,2.2,62,Cần cải thiện
SV20211469,Nguyễn My Nam,Kinh tế số,K65,2.3,62,Cần cải thiện
SV20211470,Hồ Ngọc Khánh,Công nghệ thông tin,K66,2.5,77,Khá tích cực
SV20211471,Hoàng Hân Hương,Công nghệ thông tin,K64,2.3,54,Cần cải thiện
SV20211472,Phạm Ngọc Dũng,Công nghệ thông tin,K65,1.8,36,Cần cải thiện
SV20211473,Đỗ Phúc Nam,Công nghệ thông tin,K66,3.0,86,Khá tích cực
SV20211474,Hồ Hải Dũng,Công nghệ thông tin,K64,2.9,73,Khá tích cực
SV20211475,Nguyễn Nam My,Công nghệ thông tin,K65,2.2,104,Cần cải thiện
SV20211476,Trần Trang An,Công nghệ thông tin,K66,2.4,93,Cần cải thiện
SV20211477,Hoàng Trang Bình,Kinh tế số,K64,2.4,80,Cần cải thiện
SV20211478,Hoàng Minh Khánh,Công nghệ thông tin,K65,2.4,66,Cần cải thiện
SV20211479,Hoàng Dũng Giang,Công nghệ thông tin,K66,2.5,80,Khá tích cực
SV20211480,Trần Nam Hương,Kỹ thuật dữ liệu,K64,2.1,67,Cần cải thiện
SV20211481,Đặng Trang Long,Kinh tế số,K65,1.8,46,Cần cải thiện
SV20211482,Phạm Hương Hương,Kinh tế số,K66,2.5,62,Khá tích cực
SV20211483,Nguyễn Giang Linh,Kỹ thuật dữ liệu,K64,2.8,59,Khá tích cực
SV20211484,Hồ Minh Nam,Kinh tế số,K65,2.6,52,Khá tích cực
SV20211485,Hồ Minh Khánh,Công nghệ thông tin,K66,2.9,91,Khá tích cực
SV20211486,Lê Chi Chi,Công nghệ thông tin,K64,3.5,82,Khá
SV20211487,Đỗ Linh Vy,Kỹ thuật dữ liệu,K65,2.7,99,Khá tích cực
SV20211488,Hoàng Khánh Hải,Công nghệ thông tin,K66,2.8,72,Khá tích cực
SV20211489,Hồ Chi Giang,Công nghệ thông tin,K64,2.3,98,Cần cải thiện
SV20211490,Nguyễn Giang Lan,Kinh tế số,K65,2.2,64,Cần cải thiện
SV20211491,Phạm Minh Chi,Kinh tế số,K66,2.1,36,Cần cải thiện
SV20211492,Phạm Linh Khánh,Công nghệ thông tin,K64,2.8,80,Khá tích cực
SV20211493,Lê Bình Trang,Kỹ thuật dữ liệu,K65,2.5,65,Khá tích cực
SV20211494,Đỗ An My,Công nghệ thông tin,K66,3.2,73,Khá
SV20211495,Hoàng Hương Nam,Kinh tế số,K64,2.8,50,Khá tích cực
SV20211496,Phạm Hân Hương,Kinh tế số,K65,2.7,57,Khá tích cực
SV20211497,Đặng Hải Chi,Công nghệ thông tin,K66,2.5,64,Khá tích cực
SV20211498,Phạm Long Chi,Công nghệ thông tin,K64,2.4,79,Cần cải thiện
SV20211499,Lê Hương Bình,Công nghệ thông tin,K65,1.7,29,Cần cải thiện
SV20211500,Nguyễn Hải Hân,Công nghệ thông tin,K66,2.7,60,Khá tích cực
